area_type,size,bath,balcony,price,total_sqft
Super built-up  Area,2 BHK,2.0,1.0,48.0,1200
Super built-up  Area,1 BHK,1.0,1.0,36.85,669
Plot  Area,3 Bedroom,4.0,2.0,105.0,2200
Super built-up  Area,3 BHK,3.0,,125.0,1594
Super built-up  Area,3 BHK,3.0,2.0,105.0,1790
Super built-up  Area,2 BHK,2.0,1.0,45.0,1020
Plot  Area,4 Bedroom,5.0,1.0,850.0,3250
Super built-up  Area,2 BHK,2.0,1.0,36.28,1037
Super built-up  Area,3 BHK,2.0,2.0,57.0,1345
Super built-up  Area,2 BHK,2.0,3.0,43.0,1070
Super built-up  Area,4 BHK,5.0,,270.0,3000
Super built-up  Area,3 BHK,2.0,2.0,76.18,1385
Super built-up  Area,2 BHK,2.0,2.0,79.9,1207
Super built-up  Area,2 BHK,2.0,3.0,55.5,1140
Built-up  Area,2 BHK,2.0,2.0,68.0,1220
Plot  Area,4 Bedroom,3.0,2.0,475.0,3811
Super built-up  Area,4 BHK,5.0,0.0,252.0,3596
Built-up  Area,3 BHK,3.0,3.0,120.0,1965
Built-up  Area,3 BHK,2.0,0.0,115.0,1760
Super built-up  Area,2 BHK,2.0,1.0,70.0,1225
Super built-up  Area,2 BHK,2.0,2.0,52.43,1075
Built-up  Area,2 BHK,2.0,1.0,68.0,1000
Super built-up  Area,3 BHK,3.0,1.0,109.0,1891
Super built-up  Area,2 BHK,2.0,2.0,86.0,1322
Plot  Area,3 Bedroom,3.0,0.0,215.0,1095
Built-up  Area,4 Bedroom,4.0,0.0,260.0,3600
Super built-up  Area,2 BHK,2.0,1.0,36.58,1045
Super built-up  Area,3 BHK,3.0,3.0,85.0,1545
Super built-up  Area,3 BHK,3.0,2.0,135.0,1996
Super built-up  Area,2 BHK,2.0,2.0,70.0,1125
Super built-up  Area,3 BHK,3.0,1.0,115.0,1560
Super built-up  Area,3 BHK,2.0,2.0,85.0,2000
Built-up  Area,4 BHK,4.0,2.0,310.0,3100
Built-up  Area,2 BHK,2.0,1.0,35.0,780
Plot  Area,2 Bedroom,2.0,1.0,110.0,1350
Super built-up  Area,3 BHK,4.0,2.0,180.0,2275
Super built-up  Area,2 BHK,2.0,2.0,41.0,1350
Super built-up  Area,3 BHK,3.0,3.0,56.0,1464
Super built-up  Area,3 BHK,3.0,3.0,64.5,1570
Super built-up  Area,1 BHK,1.0,0.0,28.32,708
Super built-up  Area,3 BHK,3.0,1.0,160.0,1680
Super built-up  Area,2 BHK,2.0,1.0,82.0,1400
Super built-up  Area,2 BHK,2.0,2.0,72.0,1310
Built-up  Area,6 Bedroom,6.0,3.0,165.0,3300
Super built-up  Area,2 BHK,2.0,1.0,57.0,1175
Built-up  Area,3 BHK,2.0,1.0,80.0,1428
Plot  Area,4 Bedroom,4.0,2.0,62.0,750
Super built-up  Area,4 BHK,4.0,3.0,280.0,3252
Super built-up  Area,2 BHK,2.0,2.0,46.0,1194
Plot  Area,8 Bedroom,8.0,,200.0,750
Super built-up  Area,2 BHK,2.0,2.0,35.0,1080
Super built-up  Area,3 BHK,2.0,1.0,68.0,1200
Plot  Area,2 Bedroom,2.0,1.0,45.0,1200
Plot  Area,5 Bedroom,4.0,3.0,120.0,1200
Built-up  Area,3 BHK,2.0,1.0,38.13,1320
Super built-up  Area,3 BHK,3.0,2.0,115.0,1842
Super built-up  Area,2 BHK,2.0,3.0,55.0,1146
Super built-up  Area,1 BHK,1.0,1.0,28.0,440
Super built-up  Area,2 BHK,2.0,3.0,50.0,1048
Super built-up  Area,3 BHK,3.0,1.0,115.0,1801
Super built-up  Area,2 BHK,2.0,1.0,69.61,1232
Super built-up  Area,2 BHK,2.0,2.0,90.0,1150
Super built-up  Area,3 BHK,3.0,1.0,120.0,1868
Super built-up  Area,3 BHK,2.0,2.0,47.1,1445
Super built-up  Area,3 BHK,2.0,3.0,140.0,1466
Built-up  Area,3 BHK,3.0,2.0,100.0,1730
Super built-up  Area,3 BHK,3.0,2.0,402.0,3860
Super built-up  Area,2 BHK,2.0,3.0,70.0,1185
Built-up  Area,3 BHK,4.0,3.0,260.0,3027
Built-up  Area,4 BHK,4.0,3.0,147.0,2400
Built-up  Area,2 BHK,2.0,1.0,49.0,1185
Super built-up  Area,2 BHK,2.0,2.0,49.0,1150
Plot  Area,5 Bedroom,4.0,2.0,180.0,2000
Plot  Area,6 Bedroom,3.0,1.0,98.0,875
Super built-up  Area,2 BHK,2.0,2.0,35.0,1075
Super built-up  Area,3 BHK,3.0,2.0,123.0,1760
Super built-up  Area,2 BHK,2.0,1.0,63.98,1600
Plot  Area,4 Bedroom,4.0,1.0,140.0,910
Super built-up  Area,2 BHK,2.0,1.0,78.0,1000
Super built-up  Area,2 BHK,2.0,2.0,90.0,1215
Super built-up  Area,3 BHK,3.0,3.0,125.0,1734
Super built-up  Area,2 BHK,2.0,1.0,60.0,1280
Super built-up  Area,2 BHK,2.0,1.0,55.0,1113
Super built-up  Area,2 BHK,2.0,2.0,48.0,1272
Built-up  Area,3 BHK,3.0,2.0,41.0,1240
Built-up  Area,8 Bedroom,8.0,3.0,92.0,704
Super built-up  Area,2 BHK,2.0,1.0,70.0,1100
Super built-up  Area,2 BHK,2.0,1.0,30.13,896
Super built-up  Area,4 BHK,5.0,,220.0,3657
Super built-up  Area,2 BHK,2.0,0.0,35.0,1200
Built-up  Area,4 BHK,4.0,3.0,155.0,2800
Super built-up  Area,4 BHK,4.0,3.0,198.0,2790
Built-up  Area,3 BHK,3.0,,198.0,3500
Built-up  Area,3 Bedroom,3.0,2.0,150.0,3600
Built-up  Area,2 BHK,2.0,2.0,30.0,1500
Plot  Area,8 Bedroom,7.0,0.0,220.0,1200
Super built-up  Area,2 BHK,2.0,2.0,48.0,1096
Built-up  Area,2 Bedroom,2.0,0.0,95.0,580
Super built-up  Area,2 BHK,2.0,1.0,44.0,1094
Super built-up  Area,2 BHK,2.0,2.0,49.0,1100
Super built-up  Area,4 BHK,5.0,0.0,191.0,2725 - 3250
Super built-up  Area,4 BHK,6.0,2.0,325.0,2503
Super built-up  Area,2 BHK,2.0,2.0,40.0,1145
Super built-up  Area,3 BHK,3.0,2.0,74.5,1550
Super built-up  Area,3 BHK,4.0,2.0,82.0,1830
Super built-up  Area,3 BHK,3.0,3.0,84.95,1746
Built-up  Area,4 Bedroom,4.0,1.0,115.0,1280
Super built-up  Area,2 BHK,2.0,1.0,27.54,918
Super built-up  Area,1 BHK,1.0,1.0,16.45,645
Super built-up  Area,3 BHK,2.0,1.0,60.0,1305
Super built-up  Area,2 BHK,2.0,2.0,62.0,1207
Built-up  Area,3 BHK,3.0,2.0,125.0,1678
Super built-up  Area,2 BHK,2.0,1.0,50.0,950
Plot  Area,10 Bedroom,7.0,,240.0,1200
Super built-up  Area,2 BHK,2.0,1.0,55.0,1070
Super built-up  Area,3 BHK,3.0,2.0,92.0,1732.46
Super built-up  Area,3 BHK,2.0,1.0,40.98,1639
Super built-up  Area,2 BHK,2.0,1.0,103.0,1360
Plot  Area,4 Bedroom,4.0,2.0,250.0,2592
Plot  Area,3 Bedroom,3.0,,700.0,4470
Plot  Area,5 Bedroom,4.0,3.0,62.0,720
Super built-up  Area,3 BHK,3.0,2.0,150.0,1656
Super built-up  Area,2 BHK,2.0,1.0,49.0,985
Super built-up  Area,3 BHK,3.0,2.0,135.0,1999
Super built-up  Area,2 BHK,2.0,1.0,75.0,1050
Super built-up  Area,3 BHK,2.0,2.0,64.0,1440
Super built-up  Area,3 BHK,2.0,2.0,160.0,1600
Super built-up  Area,2 BHK,2.0,1.0,52.66,1253
Plot  Area,3 Bedroom,3.0,0.0,85.0,1200
Super built-up  Area,3 BHK,2.0,3.0,75.0,1360
Super built-up  Area,2 BHK,2.0,1.0,47.5,1086
Super built-up  Area,3 BHK,3.0,2.0,155.0,1655
Plot  Area,4 Bedroom,4.0,,260.0,2600
Super built-up  Area,2 BHK,2.0,2.0,78.0,1418
Super built-up  Area,2 BHK,2.0,2.0,100.0,1270
Super built-up  Area,3 BHK,2.0,3.0,52.17,1410
Super built-up  Area,2 BHK,2.0,1.0,74.0,1150
Plot  Area,2 Bedroom,3.0,2.0,45.0,600
Built-up  Area,3 BHK,3.0,2.0,65.8,1440
Plot  Area,3 Bedroom,2.0,0.0,108.0,1200
Super built-up  Area,2 BHK,2.0,2.0,75.0,1200
Super built-up  Area,3 BHK,2.0,3.0,50.06,1410
Plot  Area,4 Bedroom,5.0,2.0,92.0,1200
Plot  Area,3 Bedroom,3.0,2.0,60.0,600
Built-up  Area,1 BHK,1.0,1.0,35.0,624
Super built-up  Area,2 BHK,2.0,1.0,58.0,1060
Super built-up  Area,4 BHK,5.0,3.0,386.0,3960
Plot  Area,2 Bedroom,2.0,1.0,45.0,1200
Plot  Area,4 Bedroom,4.0,2.0,175.0,1200
Built-up  Area,4 BHK,3.0,0.0,60.0,1917
Super built-up  Area,2 BHK,2.0,1.0,40.0,950
Plot  Area,2 Bedroom,2.0,1.0,48.0,3040
Super built-up  Area,3 BHK,3.0,1.0,50.0,1250
Super built-up  Area,2 BHK,2.0,2.0,60.0,1235
Super built-up  Area,1 BHK,1.0,0.0,46.0,722
Plot  Area,4 Bedroom,3.0,1.0,165.0,2775
Built-up  Area,2 BHK,2.0,1.0,93.0,1200
Built-up  Area,3 BHK,3.0,,68.0,1400
Built-up  Area,3 BHK,3.0,3.0,60.0,1225
Super built-up  Area,2 BHK,2.0,1.0,58.5,1220
Super built-up  Area,1 BHK,1.0,1.0,52.5,705
Super built-up  Area,3 BHK,3.0,2.0,94.36,1880
Plot  Area,2 Bedroom,2.0,1.0,70.0,1200
Built-up  Area,3 BHK,2.0,1.0,60.0,1550
Super built-up  Area,3 BHK,3.0,1.0,130.0,1893
Super built-up  Area,3 BHK,3.0,2.0,75.0,1650
Built-up  Area,2 BHK,2.0,2.0,46.0,1113
Plot  Area,2 Bedroom,2.0,0.0,203.0,1500
Plot  Area,9 Bedroom,9.0,1.0,180.0,1800
Super built-up  Area,3 BHK,3.0,3.0,70.0,1586
Plot  Area,3 Bedroom,3.0,1.0,235.0,4000
Super built-up  Area,3 BHK,3.0,3.0,80.0,1541
Super built-up  Area,3 BHK,3.0,2.0,101.0,1830
Super built-up  Area,2 BHK,2.0,2.0,48.0,1200
Plot  Area,3 Bedroom,2.0,0.0,72.0,1800
Super built-up  Area,2 BHK,2.0,1.0,40.0,1015
Super built-up  Area,2 BHK,2.0,2.0,37.95,1120
Super built-up  Area,1 BHK,1.0,1.0,48.24,706
Plot  Area,4 Bedroom,4.0,2.0,85.0,1350
Plot  Area,6 Bedroom,4.0,,95.0,610
Plot  Area,3 Bedroom,3.0,1.0,99.0,1900
Plot  Area,4 Bedroom,4.0,,243.0,1200
Built-up  Area,4 BHK,5.0,3.0,150.0,3000
Super built-up  Area,3 BHK,2.0,1.0,42.0,1075
Super built-up  Area,2 BHK,2.0,3.0,80.0,1290
Super built-up  Area,2 BHK,2.0,1.0,50.0,1200
Built-up  Area,2 BHK,2.0,1.0,53.11,1150
Super built-up  Area,3 BHK,2.0,3.0,61.2,1360
Carpet  Area,9 BHK,9.0,,500.0,4500
Super built-up  Area,2 BHK,2.0,1.0,32.73,935
Super built-up  Area,3 BHK,3.0,3.0,140.0,1730
Super built-up  Area,2 BHK,2.0,2.0,53.0,1260
Built-up  Area,6 Bedroom,6.0,2.0,125.0,675
Plot  Area,4 Bedroom,4.0,1.0,650.0,4000
Super built-up  Area,2 BHK,2.0,1.0,45.68,950
Plot  Area,2 Bedroom,3.0,2.0,85.0,600
Built-up  Area,5 Bedroom,5.0,2.0,120.0,2500
Super built-up  Area,4 BHK,5.0,2.0,300.0,3216
Plot  Area,6 Bedroom,3.0,2.0,120.0,800
Super built-up  Area,3 BHK,4.0,2.0,88.0,1991
Super built-up  Area,2 BHK,2.0,1.0,60.0,1115
Super built-up  Area,3 BHK,3.0,3.0,150.0,1900
Super built-up  Area,2 BHK,2.0,1.0,41.49,1109
Super built-up  Area,4 BHK,5.0,1.0,129.0,2340
Plot  Area,6 Bedroom,6.0,2.0,300.0,1200
Plot  Area,4 Bedroom,5.0,1.0,850.0,4356
Super built-up  Area,2 BHK,2.0,1.0,43.0,1005
Super built-up  Area,1 BHK,1.0,1.0,19.5,416
Super built-up  Area,2 BHK,2.0,1.0,100.0,1394
Super built-up  Area,3 BHK,3.0,2.0,110.0,2138
Built-up  Area,3 BHK,3.0,2.0,160.0,1550
Super built-up  Area,3 BHK,3.0,1.0,80.0,1300
Super built-up  Area,2 BHK,2.0,2.0,82.0,1265
Built-up  Area,2 BHK,2.0,2.0,52.0,1140
Carpet  Area,2 BHK,2.0,3.0,40.0,1050
Built-up  Area,2 BHK,2.0,1.0,48.0,1100
Super built-up  Area,2 BHK,2.0,1.0,59.0,1012
Plot  Area,4 Bedroom,4.0,3.0,112.0,1600
Super built-up  Area,2 BHK,2.0,2.0,57.0,1326
Built-up  Area,3 BHK,2.0,3.0,85.0,1654
Plot  Area,3 Bedroom,2.0,1.0,290.0,1705
Super built-up  Area,2 BHK,2.0,1.0,42.8,1070
Super built-up  Area,3 BHK,3.0,2.0,95.0,1700
Carpet  Area,2 BHK,2.0,1.0,80.64,910.2
Super built-up  Area,2 BHK,2.0,2.0,50.66,1140
Plot  Area,4 Bedroom,4.0,3.0,400.0,4960
Super built-up  Area,3 BHK,3.0,2.0,170.0,2254
Super built-up  Area,2 BHK,2.0,1.0,47.0,945
Super built-up  Area,4 BHK,6.0,2.0,150.0,2462
Plot  Area,3 Bedroom,3.0,0.0,240.0,1350
Super built-up  Area,1 BHK,1.0,1.0,44.0,615
Plot  Area,2 Bedroom,2.0,0.0,65.0,1110
Super built-up  Area,1 BHK,1.0,1.0,88.0,575
Super built-up  Area,2 BHK,2.0,1.0,54.1,1025
Built-up  Area,3 BHK,3.0,2.0,95.0,1758
Super built-up  Area,4 BHK,5.0,3.0,351.0,3179
Super built-up  Area,3 BHK,3.0,3.0,92.0,1342
Super built-up  Area,3 BHK,3.0,2.0,85.0,1800
Built-up  Area,4 BHK,4.0,3.0,198.0,2928
Built-up  Area,2 BHK,2.0,3.0,32.0,1140
Super built-up  Area,2 BHK,2.0,2.0,85.0,1608
Super built-up  Area,3 BHK,2.0,2.0,82.0,1645
Super built-up  Area,3 BHK,2.0,1.0,56.4,1410
Super built-up  Area,2 BHK,2.0,2.0,52.0,1200
Super built-up  Area,3 BHK,2.0,2.0,41.5,1275
Built-up  Area,4 Bedroom,4.0,2.0,600.0,3800
Super built-up  Area,3 BHK,2.0,1.0,40.0,909
Built-up  Area,2 Bedroom,3.0,0.0,85.0,1200
Super built-up  Area,2 BHK,2.0,2.0,73.0,1080
Plot  Area,2 Bedroom,2.0,1.0,34.0,1200
Super built-up  Area,2 BHK,2.0,1.0,60.0,1092
Super built-up  Area,3 BHK,4.0,3.0,135.0,1932
Super built-up  Area,2 BHK,2.0,1.0,72.0,1156
Super built-up  Area,2 BHK,2.0,2.0,35.11,924
Super built-up  Area,2 BHK,2.0,1.0,75.0,1330
Super built-up  Area,3 BHK,4.0,2.0,113.0,1917
Super built-up  Area,2 BHK,2.0,1.0,25.12,985
Plot  Area,6 Bedroom,6.0,2.0,408.0,2400
Plot  Area,4 Bedroom,5.0,2.0,500.0,1800
Plot  Area,2 Bedroom,1.0,0.0,225.0,1290
Super built-up  Area,1 BHK,1.0,1.0,53.0,655
Built-up  Area,3 BHK,3.0,3.0,140.0,1800
Built-up  Area,4 Bedroom,2.0,2.0,45.0,1360
Super built-up  Area,3 BHK,3.0,3.0,118.0,1785
Super built-up  Area,7 BHK,7.0,2.0,130.0,4000
Super built-up  Area,3 BHK,3.0,2.0,120.0,1645
Super built-up  Area,2 BHK,2.0,2.0,63.0,1235
Plot  Area,2 Bedroom,2.0,0.0,48.0,900
Super built-up  Area,1 BHK,1.0,1.0,42.0,662
Plot  Area,5 Bedroom,5.0,1.0,100.0,1440
Super built-up  Area,2 BHK,2.0,1.0,62.0,1215
Super built-up  Area,2 BHK,2.0,1.0,37.0,845
Super built-up  Area,3 BHK,2.0,2.0,87.0,1525
Built-up  Area,2 BHK,2.0,2.0,48.0,1000
Super built-up  Area,3 BHK,2.0,1.0,90.0,1255
Super built-up  Area,3 BHK,3.0,2.0,120.0,1560
Built-up  Area,3 Bedroom,3.0,3.0,110.0,2100
Super built-up  Area,3 BHK,2.0,2.0,85.0,1620
Super built-up  Area,3 BHK,3.0,2.0,90.0,1595
Super built-up  Area,2 BHK,2.0,2.0,38.52,1095
Built-up  Area,2 BHK,2.0,0.0,37.0,835
Super built-up  Area,3 BHK,3.0,2.0,72.04,2182
Super built-up  Area,2 BHK,2.0,2.0,106.0,1418
Super built-up  Area,3 BHK,2.0,2.0,180.0,1900
Super built-up  Area,3 BHK,5.0,2.0,175.0,2700
Super built-up  Area,2 BHK,2.0,1.0,48.0,1070
Plot  Area,9 Bedroom,9.0,2.0,150.0,2000
Plot  Area,43 Bedroom,40.0,0.0,660.0,2400
Super built-up  Area,1 BHK,1.0,1.0,42.41,755
Super built-up  Area,3 BHK,3.0,2.0,117.0,1645
Plot  Area,3 Bedroom,3.0,2.0,190.0,2400
Super built-up  Area,1 BHK,1.0,1.0,16.45,645
Built-up  Area,4 BHK,4.0,,333.0,3900
Plot  Area,3 Bedroom,4.0,2.0,200.0,2400
Plot  Area,10 Bedroom,10.0,,600.0,2416
Built-up  Area,2 BHK,2.0,0.0,28.0,919
Super built-up  Area,3 BHK,3.0,,110.0,1725
Super built-up  Area,2 BHK,2.0,1.0,71.32,1346
Built-up  Area,2 BHK,2.0,2.0,45.0,1070
Super built-up  Area,2 BHK,2.0,1.0,35.52,1225
Plot  Area,6 Bedroom,6.0,2.0,75.0,880
Built-up  Area,1 BHK,1.0,1.0,20.5,640
Super built-up  Area,3 BHK,2.0,1.0,52.4,1310
Super built-up  Area,2 BHK,2.0,2.0,39.0,1190
Super built-up  Area,3 BHK,3.0,2.0,87.5,1645
Super built-up  Area,2 BHK,2.0,1.0,89.0,1350
Super built-up  Area,2 BHK,2.0,1.0,68.8,1404
Super built-up  Area,3 BHK,2.0,1.0,35.0,1105
Super built-up  Area,2 BHK,2.0,1.0,41.0,900
Plot  Area,4 Bedroom,4.0,3.0,320.0,1650
Super built-up  Area,2 BHK,2.0,1.0,41.15,1100
Built-up  Area,4 Bedroom,4.0,1.0,95.0,2100
Super built-up  Area,3 BHK,3.0,2.0,130.0,1948
Super built-up  Area,3 BHK,3.0,2.0,56.0,1464
Super built-up  Area,2 BHK,2.0,2.0,45.0,1210
Built-up  Area,5 Bedroom,5.0,2.0,220.0,4000
Super built-up  Area,2 BHK,2.0,2.0,55.0,1252
Plot  Area,5 Bedroom,4.0,3.0,240.0,1200
Super built-up  Area,5 BHK,7.0,,290.0,3905
Super built-up  Area,3 BHK,3.0,2.0,140.0,2600
Super built-up  Area,3 BHK,3.0,2.0,89.13,1300
Super built-up  Area,2 BHK,2.0,2.0,73.0,1130
Plot  Area,4 Bedroom,3.0,0.0,135.0,1200
Built-up  Area,3 BHK,3.0,2.0,125.0,1690
Built-up  Area,3 Bedroom,4.0,2.0,360.0,4500
Super built-up  Area,2 BHK,2.0,1.0,60.0,950
Super built-up  Area,2 BHK,2.0,1.0,57.0,1020
Built-up  Area,4 BHK,4.0,3.0,95.0,2107
Super built-up  Area,3 BHK,3.0,2.0,72.0,1735
Built-up  Area,2 BHK,2.0,2.0,37.0,915
Super built-up  Area,3 BHK,3.0,3.0,68.0,1450
Super built-up  Area,3 BHK,4.0,2.0,156.0,2215
Super built-up  Area,3 BHK,3.0,1.0,100.0,2431
Super built-up  Area,3 BHK,3.0,2.0,102.0,1804
Super built-up  Area,2 BHK,3.0,2.0,88.0,1600
Super built-up  Area,2 BHK,2.0,2.0,75.0,1280
Super built-up  Area,3 BHK,3.0,2.0,77.68,1255
Super built-up  Area,2 BHK,2.0,1.0,150.0,1320
Super built-up  Area,2 BHK,2.0,1.0,69.0,1257
Super built-up  Area,2 BHK,2.0,1.0,53.27,1240
Plot  Area,4 Bedroom,4.0,2.0,240.0,1200
Plot  Area,6 Bedroom,6.0,3.0,150.0,1850
Super built-up  Area,2 BHK,2.0,3.0,66.0,1255
Super built-up  Area,2 BHK,2.0,2.0,36.0,870
Super built-up  Area,3 BHK,3.0,2.0,98.0,1789
Plot  Area,6 Bedroom,6.0,2.0,110.0,800
Super built-up  Area,2 BHK,1.0,1.0,18.0,660
Plot  Area,3 Bedroom,3.0,1.0,54.0,600
Super built-up  Area,2 BHK,2.0,3.0,56.0,1155
Super built-up  Area,2 BHK,2.0,2.0,65.0,1235
Plot  Area,4 Bedroom,4.0,2.0,140.0,2675
Super built-up  Area,2 BHK,2.0,2.0,50.0,1025
Built-up  Area,3 BHK,2.0,2.0,72.0,1395
Super built-up  Area,3 BHK,2.0,2.0,74.4,1530
Super built-up  Area,3 BHK,2.0,1.0,71.0,1252
Super built-up  Area,2 BHK,2.0,1.0,30.27,1081
Super built-up  Area,3 BHK,3.0,1.0,130.0,1255
Super built-up  Area,4 BHK,3.0,,150.0,2062
Super built-up  Area,3 BHK,3.0,2.0,56.0,1220
Built-up  Area,3 Bedroom,2.0,0.0,55.0,1408
Super built-up  Area,3 BHK,2.0,1.0,60.0,1180
Super built-up  Area,1 BHK,1.0,2.0,29.0,715
Super built-up  Area,2 BHK,2.0,3.0,94.5,1230
Super built-up  Area,2 BHK,2.0,2.0,45.5,1035
Super built-up  Area,4 BHK,5.0,0.0,225.0,3360
Super built-up  Area,3 BHK,3.0,2.0,77.99,1300
Super built-up  Area,3 BHK,3.0,1.0,52.97,1100
Super built-up  Area,2 BHK,2.0,1.0,84.0,1216
Super built-up  Area,2 BHK,2.0,3.0,62.63,1450
Super built-up  Area,1 BHK,1.0,1.0,57.0,705
Super built-up  Area,3 BHK,3.0,2.0,64.0,1385
Plot  Area,2 Bedroom,2.0,1.0,36.1,1200
Super built-up  Area,3 BHK,2.0,1.0,32.75,1310
Built-up  Area,2 BHK,2.0,1.0,39.5,1043
Super built-up  Area,2 BHK,2.0,2.0,110.0,1320
Super built-up  Area,3 BHK,3.0,2.0,205.0,1900
Super built-up  Area,2 BHK,2.0,2.0,39.9,1140
Built-up  Area,2 BHK,2.0,1.0,45.0,1100
Super built-up  Area,3 BHK,3.0,2.0,90.0,1586
Super built-up  Area,2 BHK,2.0,1.0,24.86,975
Built-up  Area,2 BHK,3.0,2.0,60.0,1365
Super built-up  Area,2 BHK,2.0,0.0,107.0,1263
Super built-up  Area,3 BHK,2.0,2.0,59.76,1565
Plot  Area,3 Bedroom,3.0,2.0,180.0,1163
Super built-up  Area,4 BHK,5.0,1.0,204.0,2882
Super built-up  Area,3 BHK,3.0,2.0,170.0,2320
Built-up  Area,3 BHK,3.0,3.0,99.0,1750
Super built-up  Area,2 BHK,2.0,1.0,55.0,1143
Super built-up  Area,3 BHK,3.0,1.0,118.0,1936
Super built-up  Area,2 BHK,1.0,1.0,15.0,660
Super built-up  Area,2 BHK,1.0,1.0,19.0,700
Super built-up  Area,3 BHK,2.0,2.0,85.0,1402
Built-up  Area,4 BHK,4.0,2.0,600.0,4640
Super built-up  Area,2 BHK,2.0,2.0,41.0,1000
Super built-up  Area,2 BHK,2.0,1.0,35.0,1000
Super built-up  Area,2 BHK,2.0,1.0,26.0,818
Built-up  Area,4 Bedroom,3.0,0.0,135.0,1680
Super built-up  Area,4 BHK,3.0,2.0,150.0,2422
Super built-up  Area,2 BHK,2.0,2.0,100.0,1145
Super built-up  Area,3 BHK,2.0,2.0,30.35,1190
Super built-up  Area,2 BHK,2.0,1.0,62.0,1145
Super built-up  Area,3 BHK,3.0,3.0,68.0,1575
Plot  Area,3 Bedroom,4.0,1.0,390.0,9000
Super built-up  Area,2 BHK,2.0,2.0,46.0,1200
Super built-up  Area,3 BHK,2.0,2.0,63.0,1500
Built-up  Area,4 BHK,4.0,2.0,75.0,2560
Super built-up  Area,3 BHK,3.0,3.0,76.1,1583
Super built-up  Area,2 BHK,2.0,1.0,34.98,700
Built-up  Area,2 BHK,2.0,0.0,38.0,950
Super built-up  Area,2 BHK,2.0,1.0,36.44,1041
Super built-up  Area,2 BHK,2.0,1.0,70.0,1085
Super built-up  Area,2 BHK,2.0,2.0,37.0,1070
Super built-up  Area,2 BHK,2.0,1.0,45.0,1165
Built-up  Area,2 BHK,2.0,1.0,35.0,1000
Super built-up  Area,2 BHK,2.0,1.0,64.0,1169
Built-up  Area,4 Bedroom,4.0,1.0,110.0,1150
Super built-up  Area,3 BHK,3.0,2.0,140.0,1840
Built-up  Area,3 BHK,3.0,1.0,75.0,1550
Super built-up  Area,2 BHK,2.0,3.0,53.0,997
Built-up  Area,2 BHK,2.0,3.0,60.0,1457
Super built-up  Area,2 BHK,2.0,1.0,60.0,1000
Plot  Area,2 Bedroom,2.0,0.0,60.0,1000
Plot  Area,3 Bedroom,3.0,2.0,88.0,1500
Plot  Area,5 Bedroom,3.0,1.0,210.0,958
Built-up  Area,2 BHK,2.0,2.0,75.0,1165
Plot  Area,7 Bedroom,7.0,3.0,169.0,1200
Super built-up  Area,3 BHK,3.0,2.0,123.0,1787
Super built-up  Area,3 BHK,2.0,1.0,70.0,1288
Super built-up  Area,3 BHK,2.0,2.0,54.11,1430
Super built-up  Area,3 BHK,5.0,,271.0,3035
Super built-up  Area,1 BHK,1.0,1.0,25.5,750
Plot  Area,4 Bedroom,2.0,1.0,115.0,900
Plot  Area,3 Bedroom,3.0,1.0,67.77,1200
Super built-up  Area,3 BHK,2.0,1.0,78.0,1500
Super built-up  Area,2 BHK,2.0,2.0,66.25,1230
Super built-up  Area,1 BHK,1.0,1.0,55.0,780
Built-up  Area,2 BHK,2.0,1.0,80.0,1220
Super built-up  Area,2 BHK,2.0,2.0,43.0,1110
Super built-up  Area,3 BHK,3.0,2.0,240.0,2100
Plot  Area,9 Bedroom,9.0,0.0,150.0,1380
Super built-up  Area,3 BHK,3.0,2.0,85.0,1690
Super built-up  Area,2 BHK,2.0,2.0,78.0,1130
Super built-up  Area,2 BHK,2.0,1.0,59.32,1213
Super built-up  Area,2 BHK,2.0,2.0,45.0,900
Super built-up  Area,2 BHK,2.0,1.0,85.0,1199
Plot  Area,4 Bedroom,4.0,2.0,290.0,5000
Super built-up  Area,4 BHK,,,111.0,1974 - 2171
Plot  Area,7 Bedroom,8.0,0.0,100.0,700
Super built-up  Area,1 BHK,1.0,1.0,36.0,661
Super built-up  Area,2 BHK,2.0,1.0,285.0,1804
Super built-up  Area,3 BHK,3.0,2.0,100.0,1710
Built-up  Area,2 BHK,2.0,2.0,50.0,1030
Super built-up  Area,3 BHK,3.0,2.0,56.0,1220
Super built-up  Area,3 BHK,3.0,2.0,73.5,1530
Plot  Area,2 Bedroom,2.0,1.0,78.0,1200
Super built-up  Area,3 BHK,3.0,2.0,85.0,2000
Carpet  Area,1 BHK,1.0,1.0,20.0,300
Super built-up  Area,3 BHK,2.0,1.0,115.0,1751
Built-up  Area,2 Bedroom,1.0,0.0,170.0,800
Super built-up  Area,2 BHK,2.0,2.0,79.0,1255
Super built-up  Area,3 BHK,3.0,2.0,122.0,1778
Super built-up  Area,2 BHK,2.0,1.0,45.0,1100
Super built-up  Area,2 BHK,2.0,2.0,65.0,1480
Super built-up  Area,2 BHK,2.0,1.0,81.0,1358
Built-up  Area,1 BHK,1.0,1.0,27.0,580
Super built-up  Area,2 BHK,2.0,1.0,63.0,1197
Plot  Area,4 Bedroom,2.0,1.0,170.0,1200
Super built-up  Area,3 BHK,3.0,1.0,110.0,1705
Built-up  Area,3 BHK,2.0,1.0,37.83,1310
Super built-up  Area,2 BHK,2.0,0.0,67.9,1132
Plot  Area,3 Bedroom,3.0,0.0,140.0,1200
